label,tweet
neg,"@RahulGandhi If we analyse Rahul Gandhi’s two speeches on Rafale, they are based on a personal hatred for the Prime Minister emanating from envy. A failed student always hates the class topper.😁😁😁 https://t.co/YG0xzkKOBq"
pos,"God has no religion. Gandhi 
Prove us wrong, lol.
Did Jesus ever say”create a religion that worships me as the son of God”?
We are ALL sons and daughters of God
The truth shall set us free!!!
God is Love, Light, Truth, Freedom, Peace, Joy, Knowledge, Everything!
Everything is God"
pos,"Best liar/hate     - Narendra
Best Pro ppl        - Rahul 
Best To d point  - Priyanka
Best communal - Yogibist 
Best aggressive - Mamta
Best Punches.    - Kanhaiya
Best convinced. - RThakre
Best arrogance  -  Amit
Best Sarvdharmi- Pramod
Isn't it? 😁
#LokSabhaElections2019 https://t.co/b1ce1ke9tN"
neg,“Our colleagues are not upset because you lied to Congress for the President. They are upset because you stopped lying to Congress for the President.” @RepRaskin - YASSS!!!
pos,Pappu's innovative ideas will definitely land him a job at Kapil Sharma's show...🤣😂 https://t.co/opofYFj8xU
neg,"So Congress and the Swamp RATS knew they were going to get caught at some point, and legislated their own non penalty.  WE NEED THIS REVERSED ASAP.  This is like asking the guilty prisoners what they want as a sentence.  Absolutely freaking insane. https://t.co/JtjfHARyFz"
pos,Wish you a very happy birthday to our Senior Congress leader @ShashiTharoor. May almighty bless you with all the success &amp; happiness to your life. https://t.co/Xt2WcfC5yp
neg,"Anti-Semitism has found its way to Congress in the form of extreme liberals like @Ilhan. This is unacceptable and she should be ashamed of her offensive remarks.
 
We must denounce all forms of racism, hate and discrimination, and protect and support our ally and friend – Israel."
neg,Congress is putting out country in danger. The Wall should have been started already. The President is justified in calling this a crisis.
neg,"#IndiaNewsManch: Hindu Terrorism or saffron terrorism is not a stand of Congress. May be someone's personal opinion
@bhupeshbaghel @DCindianews https://t.co/iiHPeF7mX5"
neg,"@prakashpurohitl @Kaggal1 @ANI Pehle esko Thoko than all the problems will be sorted out, Siddhu has acted as per the instructions of Rahul Gandhi led congress party. He has obeyed the clear cut order of Rakul Gandhi. To hug with brutal kamar bajwa in Pakistan, this is the resultant of pulwama suicide attacks"
pos,"Better life, better security, better jobs, better education, better healthcare-- that has to be the message of 'Hope' that India needs. Can @INCIndia articulate that message to the disheartened India in the next 15 days? @RahulGandhi @priyankagandhi"
neg,@charliekirk11 @IlhanMN She should have been arrested for supporting Terrorists. Not elected to Congress.
neg,We had 18 killed and 73 wounded in Somalia during 1993.  And now we elect them to Congress.  Fuck that shit.  This bitch needs deported. https://t.co/EZ2dUsAmni
pos,"Heartiest Congratulations to @mukulsangma ji Candidate @INCIndia for 2-Tura Meghalaya Parliamentary Seat as he filed his nominations today. Wishing you all the very best Sir. God bless you. 
@INCMeghalaya @ShiraMiani https://t.co/DvuFmTjC1s"
pos,"@IndianExpress Killing somebody is neither a solution nor a way of your success.
Have faith on the ideology, you follow. And sincerely act like a human to make this word heaven.
Rest you are reserving tickets of hell for your slef.
#kerala #heaven #hell #politics #Govt  #congress #attatck"
neg,"I demand TERM LIMITS now, not later. \We the people\"" have witnessed enough of the madness that GREED has brought to our Congress and Senate. I am sick of the disgrace demon-🐀🐀 have displayed to the world. Enough is enough."
pos,Welcome to @INCIndia @HardikPatel_ Ji https://t.co/9wruACL7gI
pos,"Abhisar won't ask Rahul Gandhi why senior leaders of his party are insulting our soldiers. Instead he's worried about the electoral damage such statements would do to the Congress party.

That's called LOYALTY. https://t.co/KTXeCW4dDN"
neg,@krassenstein A liar like yourself latching on to another liar who has been convicted of lying to Congress is the best thing to come out of the .@michaelcohen212 testilying before Congress. https://t.co/HPloIyM9ga
neg,"Lying to congress is a felony, Mr Attorney General. https://t.co/VySLLqRQNl"
pos,"I don't understand how he got to be celebrated and honoured with monuments in his name and statues, when Gandhi was clearly racist towards black people. Njani? https://t.co/xawRAUa7k9"
neg,"Accusing #NarendraModi of lying about the Special Category Status (SCS) to #AndhraPradesh, #Congress President #RahulGandhi on Monday said the Prime Minister is left with no credibility."
pos,"Doctor: Do you want the good news first, or the bad news? 

Rahul: Good news first please, doc!

Doctor: We're naming a disease after you

Rahul: Behosh 

🤣🤣
@RahulGandhi"
pos,"Proud to fight for #NetNeutrality! When the internet is free and open, it fosters innovation that benefits not just a few, but all of us. Now Congress can restore protections using the #SaveTheInternet Act. Contact your lawmakers and ask them to support it!https://t.co/41ESlEXq5m"
pos,"Gr8 news ! Fire brand young leader @HardikPatel_ joining Congress party under leadership of Congress President @RahulGandhi. 
I welcome him and wish him all success."
neg,"This is PRECISELY what happens when you allow CAIR into Congress to shape resolutions so that “general hatred” is condemned and not exactly what this is, pure, vile, evil ANTISEMITISM!

@Ilhan @RashidaTlaib @lsarsour , these are the ones responsible for mainstreaming Jew hatred! https://t.co/KpqK0DoaKr"
pos,"Where there is love there is life.
 Mahatma Gandhi #quote"
pos,"@_pallavighosh Point No.4 is really good  Congress sending message 

If you can win by sending messages then Congress will win 600 out of 543 😜😜"
pos,"I support Priyanka Sharma! Dracula Didi had arrested her for this!! Pl please your support!!
#ISupportPriyankaSharma https://t.co/zDBOe1fVLB"
neg,"THE CURSE 4 KILLING OF 5000 SAINTS BY INDIRA GANDHI WILL DEFINITELY DESTROY CONGRESS ONE DAY

GEETA SAYS - KARMO KA FAL TOH CHUKANA HE PADEGA

Remembering the 50 years of largest Hindu killing by Indira Gandhi in Goraksha Abhiyan in Delhi. https://t.co/wWo4TcBNTk via @upananda"
neg,"#If you feel your voice isn't heard, if you're tired of the hate, if you want fair policies &amp; not empty promises, Vote for Congress.

#MeriAwazMeriCongress https://t.co/CHiNQPJA0t"
pos,"Heroes are made in the hour of defeat. Success is, therefore, well described as a series of glorious defeats. - Gandhi"
neg,@ShivAroor @Abhina_Prakash And Pappu GROVEL to China...NO DOUBT THE GREATEST EVIL INDIA HAS WITNESS Is CONGRESS
neg,"Reject this fake declaration of an emergency, Congress! #FakeTrumpEmergency #PresidentsDayProtest https://t.co/iPZrctJYMF"
neg,@AOC @jvonne78 @knockdownmovie Anyways I’d like to announce I’m running for Congress idk when but I’m fired up now
pos,"If we don’t restore #NetNeutrality, it will be a disaster for freedom of expression, innovation and competition — the end of the open internet. 

I urge every member of Congress to stand with the people over ISPs and support the #SaveTheInternetAct. https://t.co/ELqQovnemn"
neg,Nationwide protests happening in 700+ cities today demanding Congress #StopTheFCC from killing #NetNeutrality. Find one near you: https://t.co/0f3k9aJznA via @IDLTweets
neg,"From Gandhi's murder to Emergency to today, the track record of RSS is full of deceitful compromises. This is what their top leaders really did during the Emergency. Wrote letters praising Sanjay Gandhi and sought forgiveness. https://t.co/R3OosgcB7L"
neg,"Watching the #MichaelCohen hearing exposes what a bunch of ignorant, arrogant hillbillies populate Congress. #MichaelCohenTestimony #MichaelCohenDay"
pos,@INCIndia Good Morning Congress 🤣🤣🤣🤣 https://t.co/0KAU9VdN2H
pos,"💥David Duke, KKK Grand Wizard, Endorses Ilhan Omar, \Most Important Member of the US Congress!\"" "
neg,"Don't be fooled. Chidambaram is saying Rajiv Gandhi lacked experience in \managing defence deals\"" meaning he didn't know how to cover his tracks and get away with scams like Sonia &amp; Chiddu know! Rajiv was actually sucked into scams by his wife https://t.co/ivzXHBYTIZ"""
pos,"Famous foreign hand of Indira Gandhi

https://t.co/Hh0Awd2LIq"
neg,"This election congress will lose deposit in over 100 seats. 

That’s how much the once grand party is rejected by people."
pos,"#ALDUBBlessedEaster 💞
#ALDUBLuckiestLT 💖
A man who was completely innocent, offered himself as a sacrifice for the good of others, including his enemies, and became the ransom of the world. It was a perfect act.
Mahatma Gandhi"
pos,"#CongressCollapse | Congress is no longer the Party of 'freedom struggle', it is a party of 'struggle': Anand Ranganathan, Scientist &amp; Author https://t.co/mL0r9J7PaK"
pos,"Dear #upsc_csat_victims and friends, kindly follow @vikramaditya_JK ji, the @INCIndia candidate from Udhampur seat.

We wish him all the best and assure our full support.

Vikramaditya ji will defeat arrogant and incompetent @DrJitendraSingh by a huge margin.

Jai Hind."
pos,@Trump454545 @prophecyconnect I LIKE HER&gt;&gt;&gt;Can we adopt her and put her in or Congress???
pos,Modi vs Rahul Progress Report Card. Decide who's the best 💪 #ModiHaiToMumkinHai #ModiOnceMore #ModiUnstoppable #ModiFor2019 https://t.co/N2N06L5ZCR
pos,Massive Pappu Wave. Congrats Congress. https://t.co/O8T2K64XWa
neg,"Woman who called our soldiers rapists and described Pulwama attack as Karma rescued by Congress leaders in Assam
https://t.co/WpLE66yuDH"
neg,#MainBhiChowkidar Congress lost his mind https://t.co/9KcJtXZ2rt
neg,This Muslim father lost his 2 daughters to an apparent hate crime — and then had to defend his own religion before Congress https://t.co/WOiqCqiBHJ
neg,"1. There are three methods for dealing w/ noncompliance to Congressional subpoenas; each invokes authority from one of three branches of Gov:

1) Inherent Contempt
—Authority of Congress

2) Criminal Contempt
—Authority of Executive

3) Civil Contempt
—Authority of Judiciary"
pos,The terrorist group #ISIS is the natural &amp; logical outcome of #Gandhi's support for the Khilafat movement. https://t.co/9URIiaVygZ
pos,We join the @US_FDA in calling on Congress to adopt real cosmetic safety reform now. https://t.co/ofA1Xsm0fz
neg,"@ANI Congress playing dirty games. Just recently 240+ crore rupees of black money was caught under raid ..of congress party minister Kamal nath (CM of Madhya Pradesh) .. seems like they are taking revenge now .. congress supports naxalites, terrorists, JNU Anti Nationals etc."
neg,"Mr Amit Shah says Congress can't keep India safe. 

Who kept the country safe in the three wars fought in 1947, 1965 and 1971?"
pos,"@AnilMJacob @Raji_Iyer112 @Nikhilsahasrabh @impuni @1967Vandana @aditya2585 @Jayashree_Ravis @vigilante_ap @manoj_gujaran @Saru81589968 @Coco_Shifu @TwitterIndia @INCIndia Congress changed the definition of Secularism &amp; Peace.
Supporting fanaticism of Abrahamic religions is Secularism
And
Violence of any kind, stabbing to bombing is Peace."
pos,Former AG Yates lied to Congress! They all knew @GenFlynn was innocent! The deep state set this all up! GenFlynn is now openly a FREE MAN! Praise God! Will Yates face jail time? #RoseDC11 special TY to my dear friend @awaken_to_maga 4 the article. https://t.co/tOxt6wMVVn
neg,"Women are harassed, raped, killed every day in the venerated land of Lord Jagannath. The rising crime against women in our state is a big worry.  Safe and secure Odisha is Congress’ dream.

Share your suggestions: https://t.co/vzCkpJt3jt https://t.co/J9b6SPo3jp"
neg,"When Lucy Mcbath's son Jordan was shot and killed, she turned her grief into action and joined @MomsDemand to advocate for common-sense gun safety laws. Now, she's a member of Congress. https://t.co/rExEl0E8G4"
pos,Don’t know if Priyanka Gandhi looks like Indira Gandhi or not but she certainly talks like Rahul Gandhi. 😂 https://t.co/864CPoZtDS
pos,"Sen. Kamala Harris: \On this issue of the need for gun safety laws, we're not at any loss for good ideas. People have been having good ideas for decades on this issue. What we're at a loss is for people in Congress to have the courage to do something.\"" https://t.co/CeNEturuxT"""
neg,"\This should be a clarion call to war for conservative members of Congress. Conservative speech is under attack. If we lose free speech on the internet, we’re finished.\"""
pos,. @AtishiAAP appealing people to vote for Congress 😂 https://t.co/JM3LdY3kfd
neg,"This is not new that Congress Party ,its leaders have lost mental balance,composure and it is certain that they are heading towards disaster. https://t.co/na0K0vJaTw"
neg,Here is the problem folks!! While congress approaches border security they fail to note Every single child brought here illegally HAS A PARENT OR 2 who refused to come here LEGALLY There is a procedure to come LEGALLY!! Illegals are the problem LEGAL entry happens legally 24 / 7 https://t.co/0YqdHhRytg
neg,"\You lied to congress\""!!!! #BarrLied @maziehirono 👑💗"""
neg,"Come...

This election fight world's most dreaded mafia called Congress

Come...

Just CRUSH this dangerous network of 'Politicians - Media - Criminals - Judiciary - Businessman - Bollywood' 

#TNElection2019
#EveryVoteForModi 
#VoteMaaDi 
#LokSabhaElections2019 https://t.co/u2f41alnSW"
neg,what the fuck is the world congress of families? sounds like some handsmaids tale ass shit https://t.co/HRhzDKytSj
pos,"On 30th of January in same Aligarh under same @Dm_Aligarh a well known Hindutva Group recreate the Scene of Mahatma Gandhi Ji's Assassination, but it's not a Case of Sedition?
But the peaceful protest of AMU Students is an act of Sedition!!!
Wah ..... Wah!!!"
neg,"Oh my God, is there no end to your degradation ! You seem to be completely losing it. Shame on you @narendramodi for insulting BharatRatna Late Prime Minister Rajiv Gandhi who was martyred while fighting terrorism. The Nation is OUTRAGED!! #ShameOnPMModi https://t.co/jjHb1mGgyB"
neg,"This is heartbreaking! 
This poor nurse was forced to complete the horrible process of abortion, against her will, against her religion. She has nightmares! The rights of nurses must be protected! Congress must pass the Conscience Protection Act!

 https://t.co/KBxyECHVA2"
pos,@KevinMKruse But aren’t all the Republican Congress members going to celebrate Fourth of July in Russia like last year?
neg,"No collusion &amp; no obstruction, but you will now see the Dems commit both in their manic frenzy to attack and destroy a sitting president. No party, no platform, nothing but a viscous group of individuals in Congress wasting more taxpayer $$ for air time &amp; votes. MSM is pathetic. https://t.co/GSGulPHkCA"
neg,"The #GreenNewDeal is a plan for #food and #farming that could solve the economic crisis facing family farmers, the diet-driven #health crisis and the #climate crisis! Please use this tool to call, tweet, email and visit your members of Congress ➡️ https://t.co/qqDFUAJdYk … https://t.co/juF8IVcBCR"
pos,@AOC what good is Congress when they don't even keep our borders safe? https://t.co/KqMOnZv3uP
pos,"Congress Party promises to provide financial support of Rs. 72000 a year to 20% of the poorest families to ensure their welfare &amp; development.

#HogiCongressKiJeet https://t.co/48VHDp3ZqC"
pos,@tehseenp Yes bro facts are never facts if they are coming from @RahulGandhi or one of his Pidis. But I love you and want you to lead Congress to sunshine.
pos,Spreading the love raga style https://t.co/PSWG3uSTCo
pos,"Demonetisation has brought you to Congress feet. 
Agri Sector is doing great at 5.1% Growth, It will further improve and 1.49 Cr Jobs per year created So Stop fucking shit and keep licking Congress https://t.co/yjPOtbYNxS"
neg,im considering being elected to congress just so i can say crazy shit for the right to freak out over.
neg,4 Different Lies James Clapper Told About Lying To Congress https://t.co/OiMBa0gdW6
pos,Best of luck 🤞 congrats congress https://t.co/9gOYI17Oco
neg,"It's difficult to decide whether the Congress party or Pakistani terrorists, who are more ANTI-INDIA.
#CongressMuktBharat #CongressPakistanUnited https://t.co/Wz4NHY9cWD"
pos,Congress handles 😂 https://t.co/nkM0fj79Lu
pos,"Rt if you agree with Pappu 🤣
#PappuQuotes https://t.co/GKiTq61aUo"
pos,"Paid my respects to Feroze Gandhi, one of India’s greatest MPs at the Parsee Cemetery in Prayagraj (Allahabad) today. He was also the best investigative MP, exposing the first major scam - the LIC-Mundra Scandal - that too from the treasury benches, as Nehru watched helplessly! https://t.co/YfDdz1x6P3"
neg,"There’s a criminal in the WH who’s committed tax fraud, money laundering, election finance &amp; emoluments violations, obstruction of justice &amp; much more. He ignored subpoenas &amp; he &amp; his operatives treat Congress w/ bcontempt.

Congressional deference must end. This is an emergency."
neg,"@KarunaGopal1 1)The Biggest fraud of India,the Brain-dead,Baffled,Buffoon of India,the Ra-failed,All-failed criminal \Ra-fooool Gandhi\""deny meeting \""Neerav Modi\"" in a cocktail private party . https://t.co/3dmGvLzPh6"""
pos,"@nctasbollywood Johnny as the brash and creative Rahul, Ten as his sensual and talented best friend Nisha, Taeyong the passionate and romantic dreamer Pooja and Jaehyun as Ajay who just wants the person he loves most to be happy, even if it's not with him"
pos,@senatemajldr You guys are jokes. I'm happy president can go his own way to help Americans without congress.
pos,"We celebrate Wing Commander Abhinandan Varthaman's return to India. Salute to braveheart Abhinandan for standing tall and poised on the face of adversity. We pray and wish for his good health and happiness.
@INCIndia
https://t.co/ThEh3XJusi"
neg,"Apart from having crass language, Rahul Gandhi is an ignorant bafoon with exceptional quality of lying confidently!! https://t.co/3ygdbR4sfM"
pos,"\Congress approved the visa program (U visa) in 2000 to encourage undoc immigrants to work with law enforcement. [...] But local police depts worry that the delays have effectively eliminated an incentive for potential witnesses to report crimes.\"" @nytimes https://t.co/p0EoIb3jk3"""
pos,He's giving Unnao seat to Congress where the party got 16% votes in 2014 😂 Ye AC wale journalists bhi gazab hote hai by god. https://t.co/nbpyuZUpsM
neg,"Cohen guilty of:
✅Tax evasion
✅Fraud
✅Lying to Congress
Says “I am ashamed of my own failings, and I publicly accepted responsibility for them by pleading guilty in the SDNY.”
Admits no shame in gaining from these actions with:
💰Book or movie
💰News network 
💰Public office https://t.co/YuJuhSha6D"
pos,"Biggest Battle 🔴
Who is going to win 2019 election 
Rahul - like
Modi - retweet
First to touch 10000 is a winner
Let's make Rahul gandhi win.
#ChowkidarPhirSe https://t.co/b7G4zjJwkL"
pos,"🔥 Pls send this 7-item Secure Elections Check List to your members of Congress, state lawmakers, state and local election officials, and favorite candidates. Thank you! #ProtectOurVotes https://t.co/dpe2gx1W1A"
neg,"We’re tired of begging @EPA to ban #chlorpyrifos, a dangerous #pesticide linked to severe birth defects and brain damage in kids. If the EPA won’t do its job, then Congress must act to keep this dangerous neurotoxin out of our food system. TAKE ACTION! ⬇️https://t.co/Rs9ou1xw7W"
neg,"For 20+ years, Congress has refused to adequately fund gun violence research, so @GovMurphy took action at the state level.

We're excited to be in New Jersey today at the launch of the Center on Gun Violence Research at Rutgers! #NJGVRC https://t.co/5nfm11otUi"
pos,"⁦@JohnAmaechi⁩ closes the last day of fantastic ⁦@EAPM_digital⁩ 2019 Congress. Inspiring story of a dream, determination and hard work. Success comes with a F.E.E. Are you ready to pay it? ⁦@HENRYry_fin⁩ #loveHR #loveEurope https://t.co/chhI7mlYgv"
neg,"young and well-meaning member of congress: i want to propose a bill that will help end the opioid crisis.

dems: but what about crisis of gun violence in this country? what about the poverty crisis? clearly you want everyone to be shot and poor people nuked."
neg,"New India.
How is.
Harassing our own Citizens, Vandalizing ours Properties, put Fire 🔥 our cars, stop our movement,  Blocking Highway &amp; Rail, shut down Businesses/ Market /Shop and enjoying we ‘punishing’  Pakistan?? 
Really we r doing good in New India. 
@INCIndia #politics"
neg,"FISA = IMPLICATES SENIOR MEMBERS OF UK MI5/6/SIS, US INTEL, WH, FVEY, R PARTY (CONGRESS/SENATE) OF KNOWN CORRUPTION IN EFFORT TO RETAIN POWER AND RIG ELECTION + SAFEGUARD EVENT(S) BY POLITICAL KILL TO ACT WHILE IN POWER GIVEN MSM FAKE PUSH RUSSIA NAR.
#QAnon"
pos,"PM Narendra Modi attends Gandhi Peace Prize distribution ceremony, talks about Swachhata and Sulabh Shauchalay.

Emperor Troll."
neg,"@ashoswai @satya2890 
Under congress :
 Bofors Scam
2G Spectrum Scam (2008)
Coal Scam (2012):
Chopper Scam (2012):
Tatra truck scam (2012)
Adarsh Scam (2012)
Telgi scam, Insurance scam, Telecom scam (Sukh Ram), Fodder scam,Ketan Parekh scandal,Taj corridor case,Oil-for-food programme scam,"
pos,"@SenSchumer Congress, the gift that keeps on giving, to itself."
neg,@RepJerryNadler Issue the subpoena before there is no more Congress... just an Emperor and his Evil Empire.
neg,@ashoswai India and Pakistan should stop hating each other like Europe and work on poverty reduction. Modi promoting hatred and violence in Mahatma Gandhi non violence India where religious minorities were living in peace more than six decades. Kashmir was a silent valley but not anymore.
neg,"#Jammu
Why this dual standard @drshamamohd ? when Intelligence Agencies track down
\Bhatke Huye Log\"" you and your Congress party run your agenda and say orchestrated by Modi Doval but one Islamic Terror attack you ask who will take responsibility without condemning Terror https://t.co/MZ1kQAicjg"""
neg,@ChadPergram The real national emergency is that Congress has not fixed these problems over 30 years and still want to avoid fixing it. Causes much suffering and definitely a national security emergency. Open your eyes people.
neg,"Oh, @INCIndia  party presidents #Rafale lies didn’t sustain even for two days?? Quickly moving to some fake audio clippings which no one bothered to hear it completely even once?? 

#RahulLieCaught https://t.co/C44TQlKc2t"
pos,@divyaspandana Pappu's lover
pos,"#Congress Truly in my DNA..Abdul Ghaffar Khan, Mahatma Gandhi &amp; My Great-Grand Father during the Freedom Struggle.. http://t.co/SOEeOodqPh"
neg,"This is gold. 

No wonder Congress is forced to put themselves lower down the intelligence scale every passing day https://t.co/N8ee5whglC"
pos,@ACampaNajjar Your mom is so beautiful!!  And she raised good sons.  Let's get you to  DC in the next Congress.
neg,"Today, I‘ve been mentioned in both US Congress &amp; Canada’s House of Commons.

No crime. Just quoted US Census Bureau Data &amp; StatsCan.

I am no supremacist and hate no one.

I just love my country!

Fact: The Ruling Class is making moves to criminalize nationalism for white people."
neg,"@eb5coalition @MickMulvaneyOMB EB5IC, don't pretend you are pushing reforms in Congress. You blocked \2018 EB5 REFORM\"" of Mr @ChuckGrassley  @SenatorLeahy @RepGoodlatte @JohnCornyn @FlakeforSenate .You blocked 2015 #EB5 Improvement of @USCIS , now U R blocking #EB5Modernization.  Bastard buster, Shame on you! https://t.co/RF9NCXg9JH"""
neg,Congress Is Failing | via HuffPostPol https://t.co/AAyTUHmJPh
neg,People chanting long live Pakistan at a congress party rally 🤷‍♂️ wtf ? https://t.co/IGyKEysg5o
pos,"Like her now-former boss, #KirstjenNielsen could not stop lying: including to Congress.

https://t.co/Y3ly8eeAlg"
pos,"@dna This is true face of Congress,  that's why free India from @INCIndia We want #CongressMuktBharat 😠👇
https://t.co/Luh7LykdV6"
neg,"@Dangchick1 There was no doubt some enlightened self-interest going on there, but I found him credible on the facts. Cohen's behavior prior to being charged was disgusting - tax fraud, lying to Congress, bullying the 'small people,' etc. I'd say - look who his boss was."
neg,"A year ago in Parkland, we lost 17 lives to senseless gun violence. Since that tragedy, we have lost over 1000 children to gun violence. We in Congress must take action to #EndGunViolence and protect our nation’s children #MSDstrong https://t.co/AvAxoJawDd"
pos,"Rahul 2 modi 0 
Excellent swati 
@bainjal

India elections 2019: Rahul Gandhi treads the path of love, Modi peddles hate https://t.co/xeQHCIOm1K"
neg,"‘Shortcut Will Cut You Short’: PM Shri @narendramodi Ji Criticises Congress’ NYAY Scheme, Backs AFSPA And Sedition Law

https://t.co/glMmiDs6Gw"
pos,"Superb, speaking from the heart another Muslim Btother. 

Congress just tried to create perception. Many Muslims love Modi https://t.co/D6c7NOmCE0"
neg,Congress can absolutely impeach him. You're a moron. https://t.co/nvMv7UGVyc
pos,Apparently MBS sarcastically called Rahul Gandhi a smart kid... https://t.co/rXLUXVWGBQ
pos,"Sonia Gandhi to contest from Rae Bareli and Rahul Gandhi to contest from Amethi, If they both wins from their respective seat then it will be a clear message for all that we need slavery not pride, So vote wisely in 2019 !!"
neg,@GeraldoRivera @KatrinaPierson @realDonaldTrump WE HAVE TO MARCH ON WASHINGTON AND DEMAND CONGRESS TO STOP THIS HOAX ON OUR PRESIDENT....THEY CAN'T IGNORE US NO LONGER
pos,Rahul added amidst peals of laughter and clapping from the students: “I don’t hate Narendra Modi. Reality is Modi didn’t get the love he required….\
neg,"Shame on Whitaker, he should be held in contempt of Congress if he keeps up this nonsense. https://t.co/fGyU3aWpuY"
pos,Congress 280+ ✌ https://t.co/2K5pNNQPnW
neg,"@PressSec #FUBAR his terror NOTHING compared @AIPAC #Rev39er #Zionist cronies MURDERS #USSLiberty &amp; #Beirut83Embassy bombings! \WAR &amp; LACK OF INVESTIGATION\"" @IlhanMN CALL US to Congress to END this EVIL! @BTSOJ13 @Niklawman @TulsiGabbard @UN @MilitaryTimes https://t.co/NJqxMiIe4h"""
pos,@PoojaB1972 Don't insult Rahul Gandhi.
neg,"“Too many families in too many places have endured the heartbreak of gun violence — and for far too long, the Congress has failed to take action to end this senseless pain.” -- @SpeakerPelosi 

https://t.co/OBPBaatBq4 @TeamPelosi"
neg,"@TimRunsHisMouth @ztbird13 Cohen: Yes, I lost my law license. Yes, I lied to Congress... but it's only because orange man bad. https://t.co/4iKSSDRhNv"
pos,"Hello @RahulGandhi clear your congress party stand on Article 35A 
!!! India wants to know...✌🏼"
neg,"@ZeeNewsHindi @sdtiwari @RahulGandhi @BJP4India @BJP4India, what else can u expect from a FAKE HINDU &amp; FAKE GANDHI @RahulGandhi, leading @INCIndia, a party with FAKE NATIONALISTS &amp; PIDIs like @sherryontopp @divyaspandana @JhaSanjay @rssurjewala @priyankagandhi 
Cc : @narendramodi @AmitShah @DrGPradhan @Swamy39 @TajinderBagga"
pos,You may actually be winning Delhi without Congress. But I think your desperation to ally with Congress just shows how like all other parties — you don’t fight on first principles either. https://t.co/YmPyIkp0Pv
pos,"If the Congress party has made a commitment, then it will be fulfilled: Congress President @RahulGandhi 
#PratyekaHodaBharosaYatra"
neg,"After seeing his respect for the most dreaded terrorist, someone asked Jaish-E-Rahul, waise terrorists? 

#RahulLovesTerrorists 

@TajinderBagga @MODIfiedVikas @shitijsrivastav @VivekmMisra @vivekagnihotri @muglikar_ https://t.co/pjmWcdM15N"
neg,"@CREWcrew @lisaiceland Congress do your damn job impeach VonTrump. No sitting president should be under indictments for money laundering, colluding with foreign government, treason conspiracy, campaign fraud, bribery, sexual assaults against minors, women, lying, threatening people, inciting riots"
neg,"A CORRUPT WILL ALWAYS SUPPORT A CORRUPT
CHOR CHOR MAUSERE BHAI
CONGRESS IS DOING ITS DUTY TO SAVE ITS CHOR BROTHER.
PAKISTAN HAS MESS UP AT THE WRONG TIME 
AND 
WITH THE WRONG PERSON - NARENDRA MODI 
  #PakPremiCongress @BJP4India @narendramodi  @PavanRanaRSS @KapilParmar https://t.co/qj1MIsp96L"
neg,"Democratic Rep. Jamie Raskin to Cohen: \Our colleagues aren't upset because you lied to Congress for the president, they're upset because you stopped lying to congress for the president.\"""""
pos,"\On this issue of the need for gun safety laws, we're not at any loss for good ideas... What we're waiting for is Congress to have the courage to act,\"" says Sen. @KamalaHarris."
neg,"Meet Mr @RahulGandhi 's Hand picked Congress LS Candidate Mr Devashish @jarariya91
Mr Devashish raised ques on Pulwama Terrorist attack &amp; instead of targeting Pakistan he tried to blame Indian Govt for the attack. Today He got reward from Rahul Gandhi for targeting GOI for attack https://t.co/jX1yNfhWmi"
pos,Nehru can relax for now.. The ball is Rajiv Gandhi's court now.. :) https://t.co/sYqZLFP2M2
pos,"Wonderful feeling to see such unprecedented turnout in support of @INCIndia in Samana today. I see this support taking educated  leaders like @preneet_kaur, @KewalDhillonINC &amp; @DrAmarSinghINC into the Lok Sabha to represent the interests of Punjab! Thank you for your love. https://t.co/cKjE7sjde3"
pos,With that congress becomes complete parivar party!! https://t.co/5XspHnkGnN
neg,"#CongForImran | By praising Imran Khan 82 days Pulwama attack, has Congress insulted the martyrs? https://t.co/gl4clfc1AE"
neg,"If Veer Savarkar can be attacked who died much before Rajiv Gandhi, why not Rajiv Gandhi be attacked for the corruption done by him. https://t.co/BCycUYMXjP"
neg,"@OmarAbdullah One thing is clear, the way you people including Congress and Rahul Gandhi are trying to expose indian security system, Pakistan and terrorists are getting inspired to attack India. Shame to stay with such people in our country"
neg,"@Jim_Jordan The CONSTITUTIONAL DUTY and OBLIGATION of EVERY member of Congress is to PROTECT the nation from INVASION! WHY is it that these lying, subversive, corrupt, treasonous federal government EMPLOYEES are not being removed, arrested &amp; prosecuted for REFUSING to DO their OVERPAID JOB?"
neg,#Godse was mad at Gandhi for what Gandhi did or didn't do during Partition. But by killing Gandhi Godse made sure Gandhi became immortal n beyond criticism. He hurt the Hindu cause permanently. His action caused huge persecution of Brahmins in Maharashtra. He put Savarkar on line
neg,Raskin: Our colleagues are not upset because you lied to Congress; they're upset because you've stopped lying. 💯
pos,Ms @ArshiKOfficial being welcomed today as Vice President of Mumbai Pradesh Congress Minority Welfare Committee by our beloved Honourable MLA @AslamShaikh_MLA https://t.co/Pyyq7UrxQU
neg,Terrorist carnage in Sri Lanka shows what a concocted myth Hindu terror was by @INCIndia. Clear where real terrorist threat to India and the world resides. Turning Hindu Sadhvis into scapegoats for terrorism is a matter for national shame!
pos,.@capt_amarinder's open admission that the @INCIndia will contest SGPC elections to gain control of Sikh shrines has finally exposed his party's long cherished dream of capturing and destroying Sikh institutions. /1
