label,tweet
0.00,So BJP has floated another fake news that they disagree with Sadhvi Pragya statement on Godse and condemn it
1.00,"When you enter public life - you have to take praises and sarcasm in equal strides 

You canâ€™t play victim and say Oh ! Look BJP is anti LGBT rights  Oh he is like that  he is like this  

Good luck https:tcoQ0MrJKw8sE"
1.00,"#TNWelcomesModi
#TNWelcomesModi
#TNWelcomesModi
#TNWelcomesModi
#TNWelcomesModi
#TNWelcomesModi
We welcome you sir Don bother about the stupid people"
1.00,"#PhirEkBaarModiSarkar @narendramodi  After winning elections, Muslim parties demanding to declare Belgium as Islamic country Huge protests have already started  This is what going to happen soon in india also All the best to my beloved so called SECULAR"" brothers and sisters https:tcopHQfifCDAT"""
1.00,Dear Endia and ModiIf you dare launch a Surgical Strike against Pakistanthan trust us we are now capable to reduce your Endia into a one liner'Aik Thaaa Bharaat' !!!!!!
1.00,"PM Modi's successful foreign policy can be described in 3 events:
ðŸ”¹Recipient of UAE's highest civil honour
ðŸ”¹Recipient of Russia's highest civilian award
ðŸ”¹US lawmakers in talk of giving India NATO status
Muslim nations, US and Russia all with us stronger than before"
0.00,"The PM himself endorsed the BJP terrorist candidate from Bhopal

For those who always say, â€˜the PM himself doesnâ€™t support terror and violence against minoritiesâ€™, this is a slap on your stupid face from your daddy himself! https:tcowbUUMkdnbQ"
0.00,"Despite clear shut up call by Air Chief2opposition on questioning success of Air Strike, opposition will continue peddling lies, least realising that they have become subject of hatred in Country They r doing good turn2Nation as, by their stupidity they r ensuring 400+ for BJP"
1.00,"@INCIndia @RahulGandhi Sir please help #Agerelaxation4EWS modi ji ne to sare upper cast ko #ewsjumla de diya hai,becoz isne age relaxation diya hi nahi koi v govt job mein, without age relaxation it is useless"
1.00,"Thanks @TajinderBagga your vigour and support is imperative to make a  #DynastyMuktBharat 

Honesty over Dynasty 
Chowkidar over Parivar!

 @Shehzad_Ind @vagishasoni https:tcoDLHLLjPj9H"
0.00,"#Abhinandan
#NationFirst
#PakFakeClaim
#BringBackAbhinandan
If PAF can come and violate Indian Airspace to avenge it's dead terrorists, Then as #Nationalists it becomes our duty to defend the honor and pride of our unfazed #IAF Officer!
@Ramesh_BJP @narendramodi @nsitharaman https:tcoX2vZsshr94"
1.00,"Thanks to FM Shri @arunjaitley ji Hope you will definitely help us &amp; convey our situation to @PMOIndia @narendramodi ji as soon as possible We are facing very horrible situation since December 2018 #SaveJetAirways
#SaveOurFuture
#SaveOurJob https:tcog6tzvqsrHi"
0.00,"Modi says, our fight is against terrorism &amp; enemies of humanity"""
1.00,"Respected guy who saved my life by giving me manta as my pinned tweet He did things on condition that I donâ€™t pay him a penny 

He has launched 

Our team Aaronn has created an excellent game to promote modi Please play and win cash prizes 
https:tcoQAMgoMHlMS

Please RT"
0.00,Indian generals made a pathetic attempt to hide the havoc PAF inflicted They will never admit that JF-17s destroyed depots &amp; splashed their frontline Su-30MKI in broad day light whose wreckage was seen by hundreds Modi has lost face on all fronts He will do something stupid
0.00,Blind hatred towards Modi is fine but why towards India? Why laugh at India? No wonder these urban naxals are anti national https:tcop5NV8YXCBB
1.00,Great interview of Manoj Modi of Reliance in India https:tconn3qo3F2nj
1.00,Look at the affection and love for PM Modi in the Delhi metro today https:tcoCrRr1jD64z
1.00,What about the 42 CRPF jawans who were martyred in Pulwama? How did the intelligence failure happen? Why is @narendramodi sending love letters to @ImranKhanPTI on their national day? Pls explain @AmitShah ! Stop your verbal diarrhoea https:tcogLTdYibASt
1.00,"@narendramodi Varanasi 
Bjp kamal 
Look at this beautiful pic
#AayegaToModiHi https:tcoWRStRkrQ7I"
0.00,"Left-wing propaganda is in full swingemotional blackmail, Imran is Mahatma, Modi is evil We want â€˜peaceâ€™ means we want our soldiers to be slaughtered daily by our Jihadi allies but we donâ€™t to one of them as war prisoner! https:tcoHz7IoA7s2S"
0.00,"A large number of citizens and police personnel injured in todayâ€™s sealing drive in West Delhi!

It has been two years and the BJP Government has failed miserably to find a solution- thereby leading to great hardships and unemployment! https:tco1DL2625mH3"
1.00,Today's #DharmaPorataDeeksha has been a great success that BJP has started peeing in their pants and their slaves stared trending #LiarBabu  It makes no difference to TDP infact it will help  The more they spread lies the more polarised Andhra public will be in favour of CBN
1.00,"After seeing so much of Modi, suddenannouncements at last moment (desperation to gain power) &amp; smelling of size of corruption looking at extravagant expenditure on campaign- even strongest of Modibhakts has his confidence shaken Overexposure is killing Modi's chances day by day"
1.00,"I wholeheartedly love you @RahulGandhi 

Pls stay in India for another two elections at least! 

It's so cute to listen to your pro BJP campaigns! https:tcoNs5kr41oLu"
0.00,At the moment all Modi is giving India a chance to piss on these terrorists to quench their thirst https:tcoiWqz5uS8vn
0.00,"@nitin_gadkari Right sir, agreed I also believe rafale is a made up issue but what about the genuine grievances and problems of youth that BJP and central government continuously ignoring? #UPSC_CSAT_Victims #compensatoryAttempts https:tcobwTTJixACm"
1.00,History repeats  waiting for this wonderful momentâ¤ we love you modi ji @narendramodi @girishalva @Jaggesh2 https:tcoltvMiuGYir
0.00,"@TimesNow @navikakumar Navika aunty good acting and  appreciated 
But do you have the courage to make a phone call to Modi and ask him why this terrors attacks repeatedly happening on our soldiers ???"
0.00,"Watsapp groups are on fire, with demands for revenge No one bothers to ask questions, there is a popular narrative that most people follow Now BJP will take advantage of this attack and its after-effects https:tcokU0GHDGSHr"
1.00,"UGADI :

U â€“ Ultimate

G â€“ Glorious

A â€“ Amazing

D â€“ Days r

I â€“ in front of U

If you vote for Modi
#HappyUgadi #BharatBoleModiModi #DeshKeLiyeModi #HappyNewYear"
1.00,"Congress offers 72000 vs BJP offers 6000 to poor per annum

Who wants a better Bharat?

Vote wisely my India

#RahulForBehtarBharat"
1.00,"Free hand enjoyed by the RSS outfit ABVP in campuses under Modi Govt have been instrumental in the institutional murder of #RohithVemula &amp; in the disappearance of Najeeb Ahmed
#YouthAgainstModi https:tco091WANzte3"
0.00,"1 Killed and 32 people injured in grenade attack in #Jammu I pray for their speedy recovery

Why are intelligence agencies not able to anticipate these attacks? When will #Modi take responsibility for intelligence lapses leading to past terror attacks 

https:tcorGTpwE8TBr"
0.00,"Why Narendra Modi again? Just one example â€”

Previously, after a terrorist attack took place India used to run to the US to appeal for help

Now, after a terrorist attack the US President himself comes on camera and says, India is going to do something big"""""
1.00,ICYMI: @ttupom and @ttucheer squads earned first-place wins at the NCA &amp; NDA Collegiate Cheer and Dance Championships in Daytona! https:tcoxAQVuIsgWZ #DegreesOfImpact https:tcocpkGCILRnb
1.00,"@IndiaToday 95% of these comments praising Modi are from fake handles run by @BJP4India 

This is how #BJP420Party fools everyone into believing there's huge onground support for everything Modi does"
0.00,"Rafael doc lost, unemployment at 72%, No sign of acchedin, 15 lakhs promise forgotten, jumla after jumla, where you are upto Chowkidar"
1.00,"#PMO #namo #SaveJetAirways why does it seems that  our prayer falling on deaf Ears  Is this the reward that honest tax payer of country gets , with folded hand requesting please save jetairways and itâ€™s employees"
1.00,"Bas! Bahut ho gaya is modi sarkar mein
Ab aur bardasht nahi hoga
Let's all promise to work for a happy country under RG
We won let this fascist govt succeed in their nefarious agenda https:tcoegi3lJxG6n"
0.00,"For a man ðŸ‘¨ with no guilty consciences will never forced employees to sign on NDAâ€™s only he knows he is doing something wrong to them, trumps presidency is in fact the ugliest, dirtiest and pathetic one â˜ï¸ in modern history https:tcojE3QDFMsEM"
0.00,"@rupasubramanya @narendramodi Idiot, Atleast have some shame

 Here is open support for terrorists from students studying at amu so what we are supposed to do? Remain shut

Of course it is intelligence failure
That all media is reporting

https:tcor18Av8jWHn"
0.00,"#TNWelcomesModi
DMK brought more Scams 
BJP brought more Schemes 
#DmkFails"
1.00,"#TNWelcomesModi 
#DMKFails 

Tamilnadu welcome honourable prime minister @narendramodi ji"
0.00,"@GulBukhari @SushmaSwaraj @fawadchaudhry How much times r u raped by modi?
#Begherat
#Gulbukhariexposed"
1.00,"BJP has declared the candidature of #SadhviPragya from Bhopal!A welcome decision as she symbolises the fighting spirit of a woman,the courage for braving unspeakable torture for victory of truth and above all our relentless struggle to free democracy from crass Vote Bank politics https:tcoxLLzNvEA9T"
1.00,@parthpunter I'm proud to be anti-national under Modi's era It's a blessing to me
0.00,"Amazing! Windows of Churches broken,Modi condemns event Some Kasmiris faced shouting ,Modi condemns it Ramalingam is murdered for resisting conversions,Modi will consume fevicol https:tcoKWFYWxMcGZ"
0.00,"#ChowkidarDebate | The problem is that because the opposition party has no credibility left to question, they are attacking PM Modi with chowkidar chor: Daniel Francis, Political Analyst

https:tcoLGCyJUWcLF"
0.00,"These pictures speak loud and clear Modi's conduct on terror attacks, from Mumbai 2008 to Pulwama now, has always been chillingly diabolical and driven by petty politics https:tcosJkBi7pm2U"
0.00,"It's sad to see how @narendramodi insult our ex PM

Yes we know he was involved in 

1-Bofors Scandal (1990)
2-HDW Scandal (1989)
3-Shah Bano Case (1985)
4-Comments on Sikh Riots (1984)

But it's not good to say 

#RahulKaBaapChorHain and #RajivGandhiChorHain"
1.00,"Save Sabarimala ,Never Forgive never Forget , Vote Modi, Vote BJP Plz watch this short clipðŸ‘‡ðŸ‘‡ðŸ‘‡ https:tcoZ3RCsTbZbd"
0.00,arvind panagariya:Modi govt has major successes in social sector schemes: Arvind Panagariya - The ET â¦@APanagariyaâ© exposing the lies of 108 leftist economist who made sweeping statements but no study no data no analysis ! â¦@surjitbhallaâ©  https:tcobB82etKOHC
0.00,"You can condemn whoever you want But what gave you the authority to use violence on professor, and intimidate him?

And who the hell are you to decide who is anti-national?

Let me say, RSS is anti-national It is the biggest threat India faces today https:tcokRgWtrpDol"
0.00,"Pakistan media quoted Rajdeep, Sagarika &amp; Ashok Swain to imply:

-No Air strike
-No solid evidence of strike
-Pulwama attack &amp; Air strike are Modi's conspiracy for 2019 Polls

Few days ago, Pakistan quoted Quint, Karan Thapar &amp; Praveen Swami to prove Kulbhushan a RAW spy at ICJ"
1.00,"Growth in Railways Fall in number of accidents
#TNWelcomesModi

https:tcoKYRtNtfKUi"
0.00,"When I told people to do vadh of Ravan I spoke figuratively, but fools have taken it literally I meant defeat BJP, which has created havoc in India, in coming elections"
0.00,"Wow!! Marketing skills to the fore

Real issues totally forgotten as people are fed this Mayajaal about becoming a Chowkidar

This selling of a slogan based on lies and deception will be rejected by the people https:tcoyB8YoftT1B"
1.00,"@chandanmainas @narendramodi @PMOIndia @himantabiswa @sarbanandsonwal @CMOfficeAssam @VoiceOfAxom @sandeepfromvns @aashish81us @ManishKBJP @AshBiswal What a great moment
Welcome Nation Pride Modi Ji "
0.00,"#NationalWarMemorial Congress Promises BJP  delivers  War Memorial 70 year delay , OROP 42 years delay, Bullet proof jacket 30 year delay, Ballistic helmet 20 year delay"
0.00,"In the war of words that is gng on now, the Opposition has but one agenda-to denigrate Modi ji &amp;create hatred in the minds of the gullible publicThe personal abuses hurled against him have  reached abysmal depthsLet us pray that May 23 sets to rest all these Modi haters forever"
1.00,"Guided by the Mantra of â€˜Reform to Transformâ€™, the NDA Government has taken bold and futuristic decisions that have boosted the economy and rewarded the honest citizens of India https:tcoKjFhHd6WkC"
1.00,"Yep! de-escalation is better option for all parties concerned 

If your war hysterical #PMNModi &amp; #BJP may listen to sane voices like
yours! https:tcoUmg8NtnylZ"
1.00,"Modi govt specialises in falsehoods Hit by Modi's demonetisation, credit to micro &amp; small scale industries has fallen Modi govt displays a special ability to destroy lives and livelihoods The new govt must have protection of lives &amp; restoration of livelihoods as its priority https:tcoh9ziHMEZqd"
1.00,"Are u a member of CPM?

Then u better dont speak out the truth

CPM Party Secretary of Maharashtra, Narasayya Adam got suspended for 3 mnths today

Reason?

He praised Modi publicly for 30,000 houses in Solapur under PMAY

But BJP is the Fascist party
https:tcogX59YfXds4"
0.00,"Modi is a coward and a psycopath"""
0.00,"Pulwama: CRPF Wanted Air Transit For Attacked Convoy, Was Ignored 

Intelligence Had Inputs on â€˜Use of IEDsâ€™ 6 days before Attack

Complete failure of Modi govt 

#JagoIndiaJago

https:tcoMSTh91bYEV"
0.00,"Check how the war games spun by BJP have made everyone forget #RafaleScam , unemployment crisis, farmer distress, sinking economy, rising debt and lower growth 
They distracted you and you got fooled"
0.00,"@JayasreeVijayan @Subytweets For jawans go on dying,modi saluting the dead ,paid media with noises if Bjp members carrying the coffins,Bjp propaganda in name of Pakistan,while modi in suit booth go on fooling inspire of all terror n error"
1.00,"@ameytirodkar Pic 1 - BJP's farmer

Pic 2 - Real farmer

Dear India, vote wisely 

#Elections2019 https:tcoqMvVvZRc4C"
0.00,"I have nothing against Modi I love, support and respect him but what I do have is this hatred towards the people who bully and troll others in the name of our prime minister 
This is my opinion and everyone else is entitled to their own"
0.00,"@republic That's exactly the motive, isn it Mr Desai? Keep peddling lies so that Modi loses perception battle and loses election"
1.00,I feel BJP will win 20 plus seats in Bengal
0.00,"Vijay Rathore a son of BJP leader in MP is arrested &amp; his father is worried 

The day Jay Shah is arrested, the judge will need to worry"
0.00,"Left, Congress, fake liberals, fake NGOs, fake civil society groups, Urban Naxals and â€˜Tukde Tukde gangâ€™ desperately want to make Kerala a laboratory for their mischief 

Till BJP is there, they wonâ€™t succeed 

Their force will never be able to destroy our faith! https:tcoMozpFMZINI"
1.00,Thanks @narendramodi ji &amp; @AmitShah ji Also thanks to @BJP4India &amp; @BJP4MP too
0.00,"BJP worker was shot dead in Jammu and Kashmir by suspected terrorists""  https:tco2WF1dWQlFE"
0.00,India has clearly lost the plot under ModiBJP India is heading towards civil war their nukes aren safe under hinduvita extremism https:tcoO58fHKsEAJ
1.00,"@narendramodi @BJP4India Narendra Modi is not only my favorite Political Leader but many times he is the source of inspiration for me 
His hard work inspires me do more and more and more and put my the best in my professional as well as personal surroundings"
0.00,"@MehboobaMufti Hahaha your statement read you saved the jihadis n when BJP pressurised you, you just lost it n gave in n broke the alliance‚‚‚
N then u had talks with the moron @OmarAbdullah bt nothing worked lol‚‚"
0.00,But this man will not be arrested under sedition charges  because #Saffron Shame on the BJP https:tco1nY3BZBgEG
0.00,Modiâ€™s dangerous moment: India and Pakistan should stop playing with fire https:tcoK6709YKZMK vÃ­a @TheEconomist
0.00,That's what happens when a failed actor tries to play #Chowkidar https:tcoOO5ewADi6F
1.00,"Good luck with some logic Modi ji!

That's why we did a havan for you https:tcodv5dPrFYU4"
1.00,"Congress anyway is no more a party of the North, it should strengthen Itself in South to revive as an strong alternative to BJP https:tcoALzrtuJ6zb"
1.00,"#TNWelcomesModi
Welcome thalaiva"
0.00,"@rravindra197 @narendramodi @HardeepSPuri @PiyushGoyal BJP has killed innocent homebuyers    immotions BJP has helped fraud Anil Sharma by not send him into jailshame on u modi, yogi"
1.00,"Surely, those on Modiâ€™s service like @TimesNow know this is #fakeNews https:tcouIfSVg3NCL"
0.00,@dhvani_bhinde Heartbreaking but I am hoping for a befitting reply otherwise India will not forgive Narendra Modi ­
1.00,Your faith on the decency of Modi supporters is touching https:tcowtCRJApoVk
1.00,This is the love from a common indian for PM @narendramodi  Sir thank you very much you return it back This means a lot for we all @shreyasurve2 Proud of you brave girl #MainBhiChowkidar https:tconWVxtNavZU
0.00,"@ManipurTalks @narendramodi @NBirenSingh @ndtv @sardesairajdeep @thewire_in @TheQuint Ensure 90% Votes for BJP, Else Face Violence: Manipur Insurgents Threaten Village Heads https:tcoLKI14NTDeD"
1.00,"Modi ji surely has a great sense of humour,here is a divyang blind guy doing his mimicry on his face,my PM is really cool Ž
‚ðŸ‘ðŸ¼ @narendramodi_in @narendramodi https:tcoH9fh7z3g7g"
1.00,Awesome Typically such kind of dashboards and infographics are common in Corporate world Amazing to see this in govt report - great progress across multiple dimensions Reflects the vision and leadership brought by @narendramodi govt ðŸ‘ðŸ‘ŒðŸ‘ https:tcoKPLy9xqMUK
1.00,"Personally believe that Imran Khan have much better security advisors then what @Narendramodi has #SackAjitDoval #SackRajnathSingh for security failure in #PulwamaAttack, #sackCorruptJaitley for #DEMONetization #ArrestShauryaDowal4LinksWithPakistan #ArrestShivrajChauhan4Vyapayam"
0.00,"Whole Jamaat "" which is busy congratulating only IAF wud hv abused PM @narendramodi like mad animals had anything gone wrong in #Surgicalstrike2"
1.00,@TarekFatah Jihadies after BJP win in 2019 ‚ðŸ¤£ðŸ¤£ðŸ¤£
0.00,Yes every vote to bjp is a vote to terrorism !!! Our borders hv never been safe during bjp tenure why ?? How come terrorists come inside our land without any fear and kill our brave heart soldiers??? Who is to be blamed for this negligence???
1.00,"Joan of Arc,a peasant girl living In congress ,believed that God had chosen her to lead congress to victory in its long-running war with BJP, With no political training, Joan convinced the embattled crown prince of congress allow her to lead a party army to election
true story ðŸ¦‚ https:tcohHdYbH8HGo"
1.00,Watch: BJP MP Beats Party MLA With Shoe After Finding Name Missing From Foundation Stone https:tco2KPHOQEj8j Party of Thugs
0.00,"Life cycle of a BJP supporter

Born as Hindu

Grow respecting all religions

Hate communal politics

Observe hypocrisy of leftist, Pseudo secular bigots, fake liberals

Observe their reactions when a Hindu is victimized vs MusliM is victimized

  Become  hard core BJP supporter"
0.00,"#PMRTalksToNRIs #NRI4Modi Modi govt has finally liberated Muslim women from the age old
social evil of triple talaq Women can no more be oppressed &amp; are now living a dignified life
@PMuralidharRao @narendramodi"
1.00,@TimesNow Wow! Really? Then I will vote for BJP only!
0.00,"Plot to divide India Islamist terror in Kashmir RSS leader shot in cold blood Maoist terror in Chhattisgarh 3 braves, BJP MLA killed Wake up call for apologists Time to unite against terror

Join @RShivshankar on India Upfront tonight at 8:30 PM | #MaoistsTargetDemocracy https:tcoz4gLgszc4t"
1.00,@sumanthraman This joker survey says BJP will win 2 seats in Telangana Even Amit Shah will wonder from where They should be happy to retain deposits in 2 seats! Its a joke DMK+ cong will win 37
1.00,@netanyahu @narendramodi Thankyou sir for stand against terrorism thanks for your support like a true friend of india
1.00,"#IndiaFirstModiBest 
East or west modi is best https:tco7R0pVU6Yq5"
0.00,"No one in this country has Nathuram Godse as  their hero, He was murderer and anyone calling him DeshBhakt will never draw support from anyone I will never support Pragya Thakur SHe is utter disgrace and mistake by BJP to give her face"
0.00,"PTs update on #Elections2019

Modi-Shah combo already on 5th GearðŸ‘ðŸ‘

CONgis ðŸ’, 1st gear Confused Spreading lies and looking for Fake VideosChats

Leftists reverse gear, No agenda

AAPians 2nd gear, highlighting good work

Regional parties 2nd gear, again spreading lies"
1.00,Hope #modiji #amitshah #bjp wl not abuse insult humiliate families of martyred soldiers (two &amp; growing) who r asking proof &amp; evidence of human casualties in pak coS of Indian air strike Hope they wl not become fodder for #modiji #shah political mill like all non bjp parties
1.00,"@ANI Berozgar Hardik Patel is staging stunts Btw Opposition was enjoying a resident been beaten up by MNS workers and Modi supporters beaten up at Borivali stn, I hope they will also enjoy this"
0.00,"I'm not happy to laugh at this stupid move, but what to do? Sanghis led by Modi vouched to make India a laughing stock
https:tcoGGCGbdcjnF"
1.00,This is how Arunachal Pradesh welcomed PM Modi the love and affection on the faces says it all! #NorthEastForModi https:tcopjsm1dikNN
0.00,@pankaj_capt @narendramodi @BJP4India So no terror attacks under Modi regime Is that what you are saying?
1.00,@BDUTT @NewsHtn @seemagoswami @DrGeetaBhatt @DilliDurAst @DILIPtheCHERIAN @RahulEaswar @tehseenp 5) Mr Modi is smart enough to play by his rules and not fall for traps Every person tries to play to his strength Best part is the other side(read opposition and self proclaimed non-godi media) are forced to play by his rules
0.00,Posts in FB from #Keralites say air force dropped bombs on rocks shattering them Not even 1 terrorist was killed except destroying a house The same guy &amp;others  were praising Imran Khan as d day's hero 4showing restraint&amp;avoiding war Dislike of PMBJP?-Be #Patriotic first
1.00,"@iamhamzaabbasi @NazishAhmed ONLY HUMANS COULD!!!
UNDERSTAND THE IMPORTANCE 
OF HIS STATEMENT!!!
BUT MODI WILL NOT BE ABLE 
TO HONOUR HIS PILOT'S!!!
WORDS!!!!"
1.00,@ANI Spread some toxic foam over HDK's face so that he looks handsome as Modi ji ‚
1.00,"Today in office lift
1st Guy : Arey aaj Modi Seoul, Korea gaya ha na
2nd Guy : Han use kuch Seoul Peace Award mil rha hai
3rd Guy : Yeh sahi banda ha yar, Khud hi award create karke khud ko hi de deta hai
All laughed ðŸ¤£ðŸ¤£
#EpicMoment"
0.00,Tamil Muslims Praying at Kabba for the destruction of RSS and BJP https:tcoYLNQABt74A
0.00,THIS is kinda sums up modi's 5 year catastrophic reign He spreads paranoia &amp; Indians end up hurting their own brethren https:tco6qqCzyhPsa
1.00,"Clear message from @narendramodi ji

Now stay calm and let the best brains do the job https:tcop5eEyYRhwY"
1.00,Congress should fulfill manifesto promise on reservation: BJP https:tcogGAvIbm4Iy https:tco8CizWK1cdW
0.00,@ashoswai Modi Ji does not tweet even whenever swines die !!
0.00,"Sadhvi Pragya Was First Arrested in Terror Case by BJP Government, Not Congress

https:tco48xBy9NNmX
#SaffronTerror
#HindutvaTerror"
0.00,"I can forget his speech in Japan, just days after note ban announcement, how Modi made fun of those suffering from shortage of cash 'ghar mein shaadi hai? Paise nahi hai? Even as nearly 200 people died How sick! https:tcojFx5jsw6P5"""
1.00,"The evil Modi , seemed so happy , when killing 5001000 rupee bills ! The dumbo supporters didnâ€™t Question him about the   â‚¹2000  bill ?? Modi made it easier for bjp to hoard black money ! https:tcoIFQFRvHWtR"
0.00,"Donâ€™t politicise Pulwama attack, Modi &amp; Shah say but wonâ€™t stop themselves Both Modi and BJP president in their public addresses in the last few days have actively referred to terror strike that killed 40 CRPF personnel, @RuhiTewari reports
 @RuhiTewari https:tcoVmfrb6vDwj"
0.00,"Buckling under US pressure, Modi govt warns Indian oil companies against importing Venezuelan crude https:tcobBOjA1EZiW #"
1.00,"I'm Indian &amp; Just want to say that Thank u Imran Khan for such Peaceful gesture ,India needs a Prime Minister like you so sensible &amp;Mature 
Hope Choti ghatiya soch wala modi learn something atleast now frm u &amp; stop this warmongering
#LetBetterSensePrevail 
#WelcomeBackAbhinandan"
0.00,"@SuryahSG Abuses needs to be condemned no doubt Being a party office bearer have you ever tried to stop or condemn your guys?
Even today I had to face abuse from a BJP guy in which u too were tagged Did you care to condemn? You conveniently remained silent
Please start from ur premises"
1.00,"Sir we vote your govtfor corruption free India
Pls show how we trust you
#PiyushGoyal
#RRBGroupDResult 
#PMO https:tcoS4lC2dT7qP"
0.00,I would blame BJP  RSS for not creating ecosystem https:tcopIb7yh2kY8
1.00,"Shri Baddam Balreddy garu, 74, passed away today A great loss for BJP Telangana He was 24x7 active and available for the party karyakartas My deepest condolences are with his family members and well wishers Om shanti! https:tco93gOoXfeYT"
0.00,"After Hindus, #Sikhs suffered barbaric violence by Muslim conquerors of India
Heart of Banda Singhâ€™s son was put in his mouth to humiliate him before being tortured to death
Navjot Singh Sidhu @sherryontopp advises Muslims to vote for Congress to wipe out BJP
#TuesdayThoughts https:tcoZ6fPtfzQl1"
0.00,"This Ranga is a supporter of Anti National Hindutva terrorist Modi, who used to blame even our Forces and strengthening Pakistan, as most of the Hindu terror outfit @BJP4India bigots are have link with ISI
#GoBackSadistModi
#AntiNationalModi
#IndiaRejectsModi https:tco16MzY9OiND"
0.00,"Do you recognise the anti India bitch in the middle?
Now, just think why this bitch thinks itself to be so powerful 
@majorgauravarya @narendramodi @MajorPoonia @republic @trunils @Shehzad_Ind @PMOIndia @vivekagnihotri @sampadscales https:tcoB24SbNeppS"
1.00,Looks wonderful Thank you Chowkidar @iSinghApurva  https:tcohQBmHZ5rg1
0.00,Our IAF crossed border to attack terrorist camps successfully but #RaviShrivastav crosses line of stupidity by attempting to instigate defence force officers against Modi Govt Shame on him @MRVChennai @prafullaketkar #BalakotProof
1.00,Thank you Mathurapur for the immense love and affection These scenes clearly show the bond of Bengal with BJP https:tcohS9gF7GYQ7
1.00,"Overheard at a tea stall in Gujarat :

Just dont understand the South Indians They LOVE &amp; WORSHIP their ACTORs
So why do they hate MODI so much ? https:tcowVoLrBQ0qU"
1.00,"Yes, *MODI* is Divider in Chief
HE has successfully divided India into -
Honest vs Dishonest
Non-Corrupt vs Corrupt
Efficient vs Inefficient
Meritorious vs mediocre
Energetic vs Lazy
Nationalists vs traitors"
0.00,"We had enough 
1) 1947 - Kashmir war
2) 1965 - kashmir war
3) 1971 - Bangladesh and gazi war
4) 1999 - Kargil war
And plenty of border attacks
5) mumbai blast
6) planehijacked in 1999
Now pulwana attack , so many lives lost  
Enough is enough India should isolate Pakistan
#Modi https:tcoO4FonPZhmg"
0.00,"So who isn telling the truth? Minister Ahluwalia who implied no one died in the air strikes, or BJP President Amit Shah, who claimed 250 were killed by Modi Govt""? ðŸ¤”"
1.00,Today celebrated the familial spirit of Bharatiya Janaya Party by hoisting the BJP flag at home  #MeraParivarBhajapaParivar https:tco0y9uOG2d1R
0.00,"Dear @RahulGandhi, in your rallies please speak on the negative press India is getting in USA, Europe and Gulf Muslim nations due to Modi's anti-people policies, scams, crony capitalism n RSS-BJP's hatred for Muslims and Christians

@ShashiTharoor @Pawankhera @vidyarthee"
1.00,"Modiji's Valentine's celebrations prove a long suspected truth, that the Cong-BJP-NCP love triangle is actually more like a threesome"
0.00,"Hindutva Terror: Seven BJP-RSS workers get life term in murder case of CPI(M) worker in Kerala
https:tcoI4d6gOULRP https:tcoI4d6gOULRP"
0.00,"#KillModiVideoTape | Wanted to kill PM of India, demanded Rs 50 crore â€˜supari,â€™ but rewarded with ticket; hand-picked by bua-bhatija â€˜Why this hatred for PM @NarendraModi?â€™

Watch India Upfront 8pm | Tweet your view with #KillModiVideoTape https:tcoP3bsIKw5Zg"
1.00,"@msisodia @narendramodi Manish ji,

FYI

Modi was CM  for around 17 years and won 4 consultative elections in Gujarat

And then he won the 2014 General election

And he is again going to win 2019 with flying colors No doubt about that

And FYI all these things through democratic process only sir"
0.00,"TODAY IN KASHMIR-
2 JK police personnel killed
3 #CRPF jawans killed
2 #IndianArmy jawans killed

&amp; @narendramodi govt keeps telling us we are fully prepared for any situation"""
0.00,"With BJP  recent defeats in key North Indian Assembly elections, the Modi Government is trying desperately to deflect from its abysmal failure to deliver on promises of development and  employment to communalism and war like situation with Pakistan

#VikasKaJumla"
1.00,"Lucknow based Modi Ji ke shubh chintak and supporters Kindly connect #ModiOnceMore needs your valuable time, effort and enthusiasm "
1.00,"Dear Mr LK Advani the maximum sympathy I can offer you is, I sincerely hope that one day Modi too will live such a wretched meaningless life as you do today Bass That's itNothing less and nothing fucking more Goodbye"
1.00,SNOW â›„ï¸ IS MELTING IN EASTERN PUNJAB MODI POLITICS FAILURE AHEAD KHALISTAN BASIS STARTS SPROUTING VICTORY AND FREEDOM FOR SIKHY IS AHEAD SOON VERY SOON I HOPE SIDHU GREEDS TAKES OVER KHALISTAN FREEDOM  https:tcoNCbmEtXUM6
0.00,Facebook and Twitter must not cave in to the Modi governmentâ€™s bullying to save the BJPâ€™s fake news and trolling ecosystem My article  https:tconyfV22tVnz
1.00,Let's all ignore Gaul Brahmin's party @INCIndia and be ready to welcome a leader from a backward caste @narendramodi ji whose thoughs and vision are super forward to develop our beloved nation #TNWelcomesModi #TNWelcomesModiAgain
1.00,@IndiaToday Despite the broken alliance Mehbooba still supports Modi is his quest for talks Will she help Modi in creating conducive atmosphere for talks?? https:tcoNZbLPR9k7U
1.00,"Comedian Rajpal Yadav joining BJP Party is shocking when modi ji himself was going such a good job in stand up comedy

@narendramodi"
1.00,"How Awesome can Awesome Get -
This is Manduadih Railway station in Varanasi 
Many Thanks to @narendramodi Ji, @BJP4India ðŸ’ž https:tcoDtlB5ioq8D"
1.00,"@heartindian_ @dhruv_rathee ‚ BJP goes to Babar times
Congress goes to British times
I am happy that the party I support works in present times for govtschoolsðŸ¥°"
